中国联通-黑龙江-组播,#genre#
广西卫视HD,http://139.170.104.157:8000/udp/239.120.2.5:5141
贵州卫视HD,http://139.170.104.157:8000/udp/239.120.2.18:5141
深圳卫视HD,http://139.170.104.157:8000/udp/239.120.2.197:5141
甘肃卫视HD,http://139.170.104.157:8000/udp/239.120.2.16:5141
河北卫视HD,http://139.170.104.157:8000/udp/239.120.2.12:5141
东南卫视HD,http://139.170.104.157:8000/udp/239.120.2.195:5141
安徽卫视HD,http://139.170.104.157:8000/udp/239.120.2.187:5141
快乐垂钓HD,http://139.170.104.157:8000/udp/239.120.2.131:5141
游戏风云HD,http://139.170.104.157:8000/udp/239.120.2.133:5141
乐游HD,http://139.170.104.157:8000/udp/239.120.2.135:5141
欢笑剧场HD,http://139.170.104.157:8000/udp/239.120.2.136:5141
动漫秀场HD,http://139.170.104.157:8000/udp/239.120.2.138:5141
生活时尚HD,http://139.170.104.157:8000/udp/239.120.2.147:5141
都市剧场HD,http://139.170.104.157:8000/udp/239.120.2.140:5141
东方财经HD,http://139.170.104.157:8000/udp/239.120.2.77:5141
财富天下,http://139.170.104.157:8000/udp/239.120.2.79:5141
CETV1HD,http://139.170.104.157:8000/udp/239.120.2.67:5141
哈哈炫动,http://139.170.104.157:8000/udp/239.120.2.134:5141
海南卫视,http://139.170.104.157:8000/udp/239.120.2.31:5141
三沙卫视,http://139.170.104.157:8000/udp/239.120.2.222:5141
百事通2,http://139.170.104.157:8000/udp/239.120.2.118:5141
百事通4,http://139.170.104.157:8000/udp/239.120.2.174:5141

中国联通-河南-组播,#genre#
河南卫视高清,http://125.46.132.215:9999/udp/225.1.4.98:1127
河南都市频道高清,http://125.46.132.215:9999/udp/225.1.4.52:1081
河南民生频道,http://125.46.132.215:9999/udp/225.1.4.53:1082
河南法治频道,http://125.46.132.215:9999/udp/225.1.4.54:1083
河南电视剧频道高清,http://125.46.132.215:9999/udp/225.1.4.55:1084
河南新闻频道,http://125.46.132.215:9999/udp/225.1.4.56:1085
河南欢腾购物,http://125.46.132.215:9999/udp/225.1.4.57:1086
河南公共频道高清,http://125.46.132.215:9999/udp/225.1.4.58:1087
河南乡村频道,http://125.46.132.215:9999/udp/225.1.4.120:1149
河南国际频道,http://125.46.132.215:9999/udp/225.1.4.102:1131
睛彩中原,http://125.46.132.215:9999/udp/225.1.4.163:1203
移动戏曲,http://125.46.132.215:9999/udp/225.1.4.206:1254
河南文物宝库,http://125.46.132.215:9999/udp/225.1.4.100:1129
河南梨园频道,http://125.46.132.215:9999/udp/225.1.4.99:1128
河南武术世界,http://125.46.132.215:9999/udp/225.1.4.101:1130
CCTV-1高清,http://125.46.132.215:9999/udp/225.1.4.73:1102
CCTV-2高清,http://125.46.132.215:9999/udp/225.1.4.74:1103
CCTV-3高清,http://125.46.132.215:9999/udp/225.1.4.158:1194
CCTV-4高清,http://125.46.132.215:9999/udp/225.1.5.30:1333
CCTV-5高清,http://125.46.132.215:9999/udp/225.1.4.159:1195
CCTV-6高清,http://125.46.132.215:9999/udp/225.1.4.160:1196
CCTV-7高清,http://125.46.132.215:9999/udp/225.1.4.76:1105
CCTV-8高清,http://125.46.132.215:9999/udp/225.1.4.161:1197
CCTV-9高清,http://125.46.132.215:9999/udp/225.1.4.77:1106
CCTV-10高清,http://125.46.132.215:9999/udp/225.1.4.78:1107
CCTV-11高清,http://125.46.132.215:9999/udp/225.1.4.215:1268
CCTV-12高清,http://125.46.132.215:9999/udp/225.1.4.79:1108
CCTV-13高清,http://125.46.132.215:9999/udp/225.1.4.113:1293
CCTV-14高清,http://125.46.132.215:9999/udp/225.1.4.80:1109
CCTV-15高清,http://125.46.132.215:9999/udp/225.1.4.216:1269
CCTV-16高清,http://125.46.132.215:9999/udp/225.1.5.46:1356
CCTV-17高清,http://125.46.132.215:9999/udp/225.1.4.226:2506
CCTV-5＋高清,http://125.46.132.215:9999/udp/225.1.4.75:1104
河南移动电视,http://125.46.132.215:9999/udp/225.1.5.40:1350
CGTN,http://125.46.132.215:9999/udp/225.1.4.16:1045
环球购物,http://125.46.132.215:9999/udp/225.1.4.229:1275
家有购物,http://125.46.132.215:9999/udp/225.1.4.223:1273
央广购物,http://125.46.132.215:9999/udp/225.1.4.230:1276
快乐购,http://125.46.132.215:9999/udp/225.1.4.231:1277
好享购物,http://125.46.132.215:9999/udp/225.1.4.232:1278
风尚购物,http://125.46.132.215:9999/udp/225.1.4.233:1279
驻马店新闻综合,http://125.46.132.215:9999/udp/225.1.4.132:1168
驻马店科教频道,http://125.46.132.215:9999/udp/225.1.4.133:1169
驻马店公共频道,http://125.46.132.215:9999/udp/225.1.4.136:1172
西平电视台,http://125.46.132.215:9999/udp/225.1.5.28:1340
新蔡电视台,http://125.46.132.215:9999/udp/225.1.5.29:1341
国学频道,http://125.46.132.215:9999/udp/225.1.4.196:1311
欢腾购物,http://125.46.132.215:9999/udp/225.1.4.236:1282
湖南卫视高清,http://125.46.132.215:9999/udp/225.1.4.82:1111
江苏卫视高清,http://125.46.132.215:9999/udp/225.1.4.83:1112
浙江卫视高清,http://125.46.132.215:9999/udp/225.1.4.84:1113
北京卫视高清,http://125.46.132.215:9999/udp/225.1.4.81:1110
东方卫视高清,http://125.46.132.215:9999/udp/225.1.4.85:1114
天津卫视高清,http://125.46.132.215:9999/udp/225.1.4.86:1115
山东卫视高清,http://125.46.132.215:9999/udp/225.1.4.88:1117
安徽卫视高清,http://125.46.132.215:9999/udp/225.1.4.87:1116
深圳卫视高清,http://125.46.132.215:9999/udp/225.1.4.90:1119
江西卫视高清,http://125.46.132.215:9999/udp/225.1.4.139:1305
湖北卫视高清,http://125.46.132.215:9999/udp/225.1.4.89:1118
四川卫视高清,http://125.46.132.215:9999/udp/225.1.4.151:1306
黑龙江卫视高清,http://125.46.132.215:9999/udp/225.1.4.91:1120
云南卫视高清,http://125.46.132.215:9999/udp/225.1.4.152:1307
贵州卫视高清,http://125.46.132.215:9999/udp/225.1.4.122:1302
辽宁卫视高清,http://125.46.132.215:9999/udp/225.1.4.167:1208
东南卫视高清,http://125.46.132.215:9999/udp/225.1.4.228:1274
重庆卫视高清,http://125.46.132.215:9999/udp/225.1.4.157:1308
广东卫视高清,http://125.46.132.215:9999/udp/225.1.4.166:1207
广西卫视,http://125.46.132.215:9999/udp/225.1.4.31:1060
河北卫视高清,http://125.46.132.215:9999/udp/225.1.4.123:1304
海南卫视,http://125.46.132.215:9999/udp/225.1.4.25:1054
吉林卫视高清,http://125.46.132.215:9999/udp/225.1.4.174:1309
山西卫视,http://125.46.132.215:9999/udp/225.1.4.38:1067
陕西卫视,http://125.46.132.215:9999/udp/225.1.4.39:1068
甘肃卫视,http://125.46.132.215:9999/udp/225.1.4.42:1071
宁夏卫视,http://125.46.132.215:9999/udp/225.1.4.43:1072
青海卫视,http://125.46.132.215:9999/udp/225.1.4.44:1073
内蒙古卫视,http://125.46.132.215:9999/udp/225.1.4.45:1074
西藏卫视,http://125.46.132.215:9999/udp/225.1.4.46:1075
新疆卫视,http://125.46.132.215:9999/udp/225.1.4.47:1076
卡酷动画,http://125.46.132.215:9999/udp/225.1.4.48:1077
金鹰卡通,http://125.46.132.215:9999/udp/225.1.4.49:1078
嘉佳卡通,http://125.46.132.215:9999/udp/225.1.4.92:1121
中国教育-1高清,http://125.46.132.215:9999/udp/225.1.4.173:1712
中国教育-4,http://125.46.132.215:9999/udp/225.1.4.171:1710
厦门卫视,http://125.46.132.215:9999/udp/225.1.4.95:1124
金鹰纪实高清,http://125.46.132.215:9999/udp/225.1.4.172:1711
兵团卫视,http://125.46.132.215:9999/udp/225.1.4.97:1126
中国教育-2,http://125.46.132.215:9999/udp/225.1.4.165:1206
爱上-4k,http://125.46.132.215:9999/udp/225.1.4.162:1204
山东教育,http://125.46.132.215:9999/udp/225.1.4.164:1205
三沙卫视,http://125.46.132.215:9999/udp/225.1.4.234:1280
海南卫视高清,http://125.46.132.215:9999/udp/225.1.4.195:1310
体育竞技高清,http://125.46.132.215:9999/udp/225.1.4.235:1281
CHC家庭影院,http://125.46.132.215:9999/udp/225.1.4.209:1262
CHC动作电影,http://125.46.132.215:9999/udp/225.1.4.208:1261
CHC高清电影,http://125.46.132.215:9999/udp/225.1.4.207:1260
网络棋牌,http://125.46.132.215:9999/udp/225.1.4.211:1264
乒羽频道,http://125.46.132.215:9999/udp/225.1.4.210:1263
新动漫,http://125.46.132.215:9999/udp/225.1.4.212:1265
篮球,http://125.46.132.215:9999/udp/225.1.4.237:1283
音乐现场,http://125.46.132.215:9999/udp/225.1.4.184:1224
爱生活,http://125.46.132.215:9999/udp/225.1.4.176:1225
好学生,http://125.46.132.215:9999/udp/225.1.4.177:1226
国学,http://125.46.132.215:9999/udp/225.1.4.178:1227
早教,http://125.46.132.215:9999/udp/225.1.4.179:1228
高网,http://125.46.132.215:9999/udp/225.1.4.180:1229
军事,http://125.46.132.215:9999/udp/225.1.4.181:1230
美妆,http://125.46.132.215:9999/udp/225.1.4.182:1231
地理,http://125.46.132.215:9999/udp/225.1.4.183:1232
经典电影,http://125.46.132.215:9999/udp/225.1.4.175:1233
精选,http://125.46.132.215:9999/udp/225.1.4.253:1299
足球,http://125.46.132.215:9999/udp/225.1.4.200:1250
IPTV谍战剧场,http://125.46.132.215:9999/udp/225.1.4.185:1240
IPTV相声小品,http://125.46.132.215:9999/udp/225.1.4.186:1235
IPTV野外,http://125.46.132.215:9999/udp/225.1.4.187:1236
IPTV法治,http://125.46.132.215:9999/udp/225.1.4.188:1237
少儿动画,http://125.46.132.215:9999/udp/225.1.4.189:1238
热播剧场,http://125.46.132.215:9999/udp/225.1.4.190:1239
魅力时尚,http://125.46.132.215:9999/udp/225.1.4.205:1253
爱综艺,http://125.46.132.215:9999/udp/225.1.4.204:1252
爱体育,http://125.46.132.215:9999/udp/225.1.4.5:1034
爱电影,http://125.46.132.215:9999/udp/225.1.4.6:1035
爱大剧,http://125.46.132.215:9999/udp/225.1.4.8:1037
收视指南,http://125.46.132.215:9999/udp/225.1.4.50:1079
CCTV-1,http://125.46.132.215:9999/udp/225.1.4.1:1030
CCTV-2,http://125.46.132.215:9999/udp/225.1.4.2:1031
CCTV-4,http://125.46.132.215:9999/udp/225.1.4.4:1033
CCTV-7,http://125.46.132.215:9999/udp/225.1.4.7:1036
CCTV-9,http://125.46.132.215:9999/udp/225.1.4.9:1038
CCTV-10,http://125.46.132.215:9999/udp/225.1.4.10:1039
CCTV-11,http://125.46.132.215:9999/udp/225.1.4.11:1040
CCTV-12,http://125.46.132.215:9999/udp/225.1.4.12:1041
CCTV-13,http://125.46.132.215:9999/udp/225.1.4.13:1042
CCTV-14,http://125.46.132.215:9999/udp/225.1.4.14:1043
CCTV-15,http://125.46.132.215:9999/udp/225.1.4.15:1044
CCTV-17,http://125.46.132.215:9999/udp/225.1.4.227:2507
CCTV4欧洲,http://125.46.132.215:9999/udp/225.1.5.31:1342
CCTV4美洲,http://125.46.132.215:9999/udp/225.1.5.32:1343
CGTN英语,http://125.46.132.215:9999/udp/225.1.5.34:1344
CGTN英文纪录,http://125.46.132.215:9999/udp/225.1.5.35:1345
CGTN西班牙语,http://125.46.132.215:9999/udp/225.1.5.36:1346
CGTN法语,http://125.46.132.215:9999/udp/225.1.5.37:1347
CGTN阿拉伯语,http://125.46.132.215:9999/udp/225.1.5.38:1348
CGTN俄语,http://125.46.132.215:9999/udp/225.1.5.39:1349
河南卫视,http://125.46.132.215:9999/udp/225.1.4.51:1080
浙江卫视,http://125.46.132.215:9999/udp/225.1.4.19:1048
东方卫视,http://125.46.132.215:9999/udp/225.1.4.22:1051
天津卫视,http://125.46.132.215:9999/udp/225.1.4.24:1053
安徽卫视,http://125.46.132.215:9999/udp/225.1.4.20:1049
山东卫视,http://125.46.132.215:9999/udp/225.1.4.27:1056
湖北卫视,http://125.46.132.215:9999/udp/225.1.4.35:1064
深圳卫视,http://125.46.132.215:9999/udp/225.1.4.23:1052
黑龙江卫视,http://125.46.132.215:9999/udp/225.1.4.28:1057
北京卫视,http://125.46.132.215:9999/udp/225.1.4.21:1050
湖南卫视,http://125.46.132.215:9999/udp/225.1.4.17:1046
江苏卫视,http://125.46.132.215:9999/udp/225.1.4.18:1047
广东卫视,http://125.46.132.215:9999/udp/225.1.4.30:1059
辽宁卫视,http://125.46.132.215:9999/udp/225.1.4.26:1055
爱体育高清,http://125.46.132.215:9999/udp/225.1.4.168:1220
高清纪实,http://125.46.132.215:9999/udp/225.1.4.170:1222
东南卫视,http://125.46.132.215:9999/udp/225.1.4.32:1061
贵州卫视,http://125.46.132.215:9999/udp/225.1.4.41:1070
河北卫视,http://125.46.132.215:9999/udp/225.1.4.34:1063
江西卫视,http://125.46.132.215:9999/udp/225.1.4.37:1066
四川卫视,http://125.46.132.215:9999/udp/225.1.4.40:1069
云南卫视,http://125.46.132.215:9999/udp/225.1.4.33:1062
重庆卫视,http://125.46.132.215:9999/udp/225.1.4.29:1058
吉林卫视,http://125.46.132.215:9999/udp/225.1.4.36:1065
大象新闻,http://125.46.132.215:9999/udp/225.1.5.45:1355
现场直播,http://125.46.132.215:9999/udp/225.1.5.42:1352
河南IPTV-导视,http://125.46.132.215:9999/udp/225.1.4.194:1244
河南卫视4K,http://125.46.132.215:9999/udp/225.1.4.254:1300

中国联通-重庆-组播,#genre#
重庆新闻HD,http://113.205.61.16:8005/udp/225.0.4.188:7980
重庆社会与法HD,http://113.205.61.16:8005/udp/225.0.4.190:7980
重庆少儿HD,http://113.205.61.16:8005/udp/225.0.4.191:7980
重庆影视HD,http://113.205.61.16:8005/udp/225.0.4.192:7980
重庆科教HD,http://113.205.61.16:8005/udp/225.0.4.193:7980
重庆娱乐HD,http://113.205.61.16:8005/udp/225.0.4.194:7980
重庆汽摩HD,http://113.205.61.16:8005/udp/225.0.4.195:7980
重庆时尚生活HD,http://113.205.61.16:8005/udp/225.0.4.196:7980
重庆新农村HD,http://113.205.61.16:8005/udp/225.0.4.189:7980
CQTV移动HD,http://113.205.61.16:8005/udp/225.0.4.215:7980
时尚购物HD,http://113.205.61.16:8005/udp/225.0.4.198:7980
CCTV-1,http://113.205.61.16:8005/udp/225.0.4.74:7980
CCTV-2,http://113.205.61.16:8005/udp/225.0.4.132:7980
CCTV-3,http://113.205.61.16:8005/udp/225.0.4.142:7980
CCTV-4,http://113.205.61.16:8005/udp/225.0.4.176:7980
CCTV-5,http://113.205.61.16:8005/udp/225.0.4.143:7980
CCTV5+,http://113.205.61.16:8005/udp/225.0.4.73:7980
CCTV-6,http://113.205.61.16:8005/udp/225.0.4.144:7980
CCTV-7,http://113.205.61.16:8005/udp/225.0.4.127:7980
CCTV-8,http://113.205.61.16:8005/udp/225.0.4.137:7980
CCTV-9,http://113.205.61.16:8005/udp/225.0.4.131:7980
CCTV-10,http://113.205.61.16:8005/udp/225.0.4.130:7980
CCTV-11,http://113.205.61.16:8005/udp/225.0.4.218:7980
CCTV-12,http://113.205.61.16:8005/udp/225.0.4.129:7980
CCTV-13,http://113.205.61.16:8005/udp/225.0.4.219:7980
CCTV-14,http://113.205.61.16:8005/udp/225.0.4.128:7980
CCTV-15,http://113.205.61.16:8005/udp/225.0.4.220:7980
CCTV-17,http://113.205.61.16:8005/udp/225.0.4.179:7980
CGTN,http://113.205.61.16:8005/udp/225.0.4.12:7980
湖南卫视,http://113.205.61.16:8005/udp/225.0.4.75:7980
浙江卫视,http://113.205.61.16:8005/udp/225.0.4.81:7980
江苏卫视,http://113.205.61.16:8005/udp/225.0.4.79:7980
安徽卫视,http://113.205.61.16:8005/udp/225.0.4.133:7980
广东卫视,http://113.205.61.16:8005/udp/225.0.4.84:7980
北京卫视,http://113.205.61.16:8005/udp/225.0.4.78:7980
天津卫视,http://113.205.61.16:8005/udp/225.0.4.82:7980
辽宁卫视,http://113.205.61.16:8005/udp/225.0.4.98:7980
东方卫视,http://113.205.61.16:8005/udp/225.0.4.80:7980
纪实HD,http://113.205.61.16:8005/udp/225.0.4.99:7980
河北卫视,http://113.205.61.16:8005/udp/225.0.4.174:7980
贵州卫视,http://113.205.61.16:8005/udp/225.0.4.175:7980
山东卫视,http://113.205.61.16:8005/udp/225.0.4.199:7980
东南卫视,http://113.205.61.16:8005/udp/225.0.4.200:7980
黑龙江卫视,http://113.205.61.16:8005/udp/225.0.4.201:7980
深圳卫视,http://113.205.61.16:8005/udp/225.0.4.202:7980
江西卫视,http://113.205.61.16:8005/udp/225.0.4.203:7980
四川卫视,http://113.205.61.16:8005/udp/225.0.4.204:7980
重庆卫视,http://113.205.61.16:8005/udp/225.0.4.187:7980
CQTV新闻,http://113.205.61.16:8005/udp/225.0.4.59:7980
CQTV汽摩,http://113.205.61.16:8005/udp/225.0.4.61:7980
CQTV影视,http://113.205.61.16:8005/udp/225.0.4.62:7980
CQTV科教,http://113.205.61.16:8005/udp/225.0.4.63:7980
CQTV社会与法,http://113.205.61.16:8005/udp/225.0.4.64:7980
CQTV娱乐,http://113.205.61.16:8005/udp/225.0.4.65:7980
CQTV移动,http://113.205.61.16:8005/udp/225.0.4.68:7980
CQTV时尚生活,http://113.205.61.16:8005/udp/225.0.4.69:7980
CQTV新农村,http://113.205.61.16:8005/udp/225.0.4.70:7980
CQTV少儿,http://113.205.61.16:8005/udp/225.0.4.71:7980
爱生活,http://113.205.61.16:8005/udp/225.0.4.164:7980
IPTV相声小品,http://113.205.61.16:8005/udp/225.0.4.56:7980
IPTV野外,http://113.205.61.16:8005/udp/225.0.4.57:7980
IPTV3+,http://113.205.61.16:8005/udp/225.0.4.51:7980
IPTV5+,http://113.205.61.16:8005/udp/225.0.4.53:7980
IPTV6+,http://113.205.61.16:8005/udp/225.0.4.50:7980
IPTV8+,http://113.205.61.16:8005/udp/225.0.4.54:7980
经典电影,http://113.205.61.16:8005/udp/225.0.4.48:7980
解密,http://113.205.61.16:8005/udp/225.0.4.153:7980
全纪实,http://113.205.61.16:8005/udp/225.0.4.113:7980
地理,http://113.205.61.16:8005/udp/225.0.4.149:7980
古装剧场,http://113.205.61.16:8005/udp/225.0.4.147:7980
武侠剧场,http://113.205.61.16:8005/udp/225.0.4.168:7980
军旅剧场,http://113.205.61.16:8005/udp/225.0.4.146:7980
喜剧影院,http://113.205.61.16:8005/udp/225.0.4.169:7980
动作影院,http://113.205.61.16:8005/udp/225.0.4.170:7980
家庭影院,http://113.205.61.16:8005/udp/225.0.4.171:7980
星影,http://113.205.61.16:8005/udp/225.0.4.172:7980

中国联通-河北-组播,#genre#
河北卫视高清,http://120.1.150.61:4022/udp/239.253.92.154:6011
河北经济生活高清,http://120.1.150.61:4022/udp/239.253.92.171:6001
河北都市高清,http://120.1.150.61:4022/udp/239.253.92.172:6002
河北影视剧高清,http://120.1.150.61:4022/udp/239.253.92.173:6003
河北少儿科教高清,http://120.1.150.61:4022/udp/239.253.92.174:6004
河北公共高清,http://120.1.150.61:4022/udp/239.253.92.175:6005
河北农民高清,http://120.1.150.61:4022/udp/239.253.92.176:6006
CCTV-1综合,http://120.1.150.61:4022/udp/239.253.92.83:8012
CCTV-2财经,http://120.1.150.61:4022/udp/239.253.92.190:6065
CCTV-3综艺,http://120.1.150.61:4022/udp/239.253.92.191:6057
CCTV-4亚洲,http://120.1.150.61:4022/udp/239.253.92.251:6141
CCTV-5体育,http://120.1.150.61:4022/udp/239.253.92.181:6046
CCTV-6电影,http://120.1.150.61:4022/udp/239.253.92.193:6058
CCTV-7国防军事,http://120.1.150.61:4022/udp/239.253.92.194:6059
CCTV-8电视剧,http://120.1.150.61:4022/udp/239.253.92.195:6060
CCTV-9纪录,http://120.1.150.61:4022/udp/239.253.92.107:6020
CCTV-10科教,http://120.1.150.61:4022/udp/239.253.92.196:6061
CCTV-11戏曲,http://120.1.150.61:4022/udp/239.253.93.153:6321
CCTV-12社会与法,http://120.1.150.61:4022/udp/239.253.92.197:6062
CCTV-13新闻,http://120.1.150.61:4022/udp/239.253.92.13:8008
CCTV-14少儿,http://120.1.150.61:4022/udp/239.253.92.198:6063
CCTV-15音乐,http://120.1.150.61:4022/udp/239.253.93.154:6322
CCTV-17农业农村,http://120.1.150.61:4022/udp/239.253.93.150:6318
CCTV-5+体育赛事,http://120.1.150.61:4022/udp/239.253.92.82:8013
CGTN国际,http://120.1.150.61:4022/udp/239.253.92.15:8011
睛彩河北,http://120.1.150.61:4022/udp/239.253.92.104:6221
石家庄新闻综合高清,http://120.1.150.61:4022/udp/239.253.92.149:6035
石家庄娱乐,http://120.1.150.61:4022/udp/239.253.92.93:8120
石家庄生活,http://120.1.150.61:4022/udp/239.253.92.94:8121
石家庄都市,http://120.1.150.61:4022/udp/239.253.92.95:8122
湖南卫视高清,http://120.1.150.61:4022/udp/239.253.92.84:8015
浙江卫视高清,http://120.1.150.61:4022/udp/239.253.92.90:8020
江苏卫视高清,http://120.1.150.61:4022/udp/239.253.92.88:8018
北京卫视高清,http://120.1.150.61:4022/udp/239.253.92.87:8014
东南卫视高清,http://120.1.150.61:4022/udp/239.253.92.201:6146
东方卫视高清,http://120.1.150.61:4022/udp/239.253.92.89:8019
天津卫视高清,http://120.1.150.61:4022/udp/239.253.92.91:8021
深圳卫视高清,http://120.1.150.61:4022/udp/239.253.92.86:8017
山东卫视高清,http://120.1.150.61:4022/udp/239.253.92.207:8109
广东卫视高清,http://120.1.150.61:4022/udp/239.253.92.206:8108
黑龙江卫视高清,http://120.1.150.61:4022/udp/239.253.92.85:8016
辽宁卫视高清,http://120.1.150.61:4022/udp/239.253.92.115:6056
安徽卫视高清,http://120.1.150.61:4022/udp/239.253.92.209:6566
湖北卫视高清,http://120.1.150.61:4022/udp/239.253.92.210:6567
四川卫视高清,http://120.1.150.61:4022/udp/239.253.92.16:6043
重庆卫视高清,http://120.1.150.61:4022/udp/239.253.92.10:6053
河南卫视高清,http://120.1.150.61:4022/udp/239.253.92.137:6144
金鹰纪实高清,http://120.1.150.61:4022/udp/239.253.92.103:6054
